,Date,cruise,uncalibrated PAR,calibrated PAR
293,2021-12-01 23:00:00+00:00,TN397_130,2162.89885,1356.13757895
294,2021-12-02 00:00:00+00:00,TN397_130,1668.53555,1046.17178985
295,2021-12-02 01:00:00+00:00,TN397_130,686.87405,430.67002935
296,2021-12-02 02:00:00+00:00,TN397_130,349.53560000000004,219.15882120000003
297,2021-12-02 03:00:00+00:00,TN397_130,5.572,3.493644
298,2021-12-02 04:00:00+00:00,TN397_130,0.01345,0.00843315
299,2021-12-02 05:00:00+00:00,TN397_130,0.01595,0.01000065
300,2021-12-02 07:00:00+00:00,TN397_130,0.0181428571428571,0.011375571428571402
301,2021-12-02 08:00:00+00:00,TN397_130,0.0163,0.0102201
302,2021-12-02 09:00:00+00:00,TN397_130,0.01955,0.01225785
303,2021-12-02 10:00:00+00:00,TN397_130,0.0227,0.014232900000000001
304,2021-12-02 11:00:00+00:00,TN397_130,0.025,0.015675
305,2021-12-02 12:00:00+00:00,TN397_130,0.01755,0.011003849999999999
306,2021-12-02 13:00:00+00:00,TN397_130,0.02265,0.01420155
307,2021-12-02 14:00:00+00:00,TN397_130,1.4154,0.8874558
308,2021-12-02 15:00:00+00:00,TN397_130,96.302,60.381354
309,2021-12-02 16:00:00+00:00,TN397_130,632.79355,396.76155585
310,2021-12-02 17:00:00+00:00,TN397_130,1327.515,832.3519050000001
311,2021-12-02 18:00:00+00:00,TN397_130,2036.5448,1276.9135896
312,2021-12-02 19:00:00+00:00,TN397_130,2342.08915,1468.4898970499999
313,2021-12-02 20:00:00+00:00,TN397_130,2329.4937,1460.5925499
314,2021-12-02 21:00:00+00:00,TN397_130,2376.8629,1490.2930383
315,2021-12-02 22:00:00+00:00,TN397_130,2359.9612,1479.6956724000001
316,2021-12-02 23:00:00+00:00,TN397_130,2334.6169,1463.8047963
317,2021-12-03 00:00:00+00:00,TN397_130,2155.4861,1351.4897847
318,2021-12-03 01:00:00+00:00,TN397_130,1442.8744000000002,904.6822488000001
319,2021-12-03 02:00:00+00:00,TN397_130,694.8569,435.6752763
320,2021-12-03 03:00:00+00:00,TN397_130,12.62365,7.91502855
321,2021-12-03 04:00:00+00:00,TN397_130,0.0148181818181818,0.009290999999999989
322,2021-12-03 05:00:00+00:00,TN397_130,0.0186666666666666,0.011703999999999957
323,2021-12-03 06:00:00+00:00,TN397_130,0.02015,0.01263405
324,2021-12-03 07:00:00+00:00,TN397_130,0.0173,0.0108471
325,2021-12-03 08:00:00+00:00,TN397_130,0.0172499999999999,0.010815749999999938
326,2021-12-03 09:00:00+00:00,TN397_130,0.01845,0.011568150000000001
327,2021-12-03 10:00:00+00:00,TN397_130,0.0198,0.012414600000000001
328,2021-12-03 11:00:00+00:00,TN397_130,0.0185,0.011599499999999999
329,2021-12-03 12:00:00+00:00,TN397_130,0.0206499999999999,0.012947549999999938
330,2021-12-03 13:00:00+00:00,TN397_130,0.01965,0.012320550000000001
331,2021-12-03 14:00:00+00:00,TN397_130,0.8582000000000001,0.5380914
332,2021-12-03 15:00:00+00:00,TN397_130,389.8986,244.46642219999998
333,2021-12-03 16:00:00+00:00,TN397_130,1417.67825,888.88426275
334,2021-12-03 17:00:00+00:00,TN397_130,1373.0594,860.9082438
335,2021-12-03 18:00:00+00:00,TN397_130,2009.2105,1259.7749835
336,2021-12-03 19:00:00+00:00,TN397_130,2355.3237,1476.7879599
337,2021-12-03 20:00:00+00:00,TN397_130,2528.9716,1585.6651932
338,2021-12-03 21:00:00+00:00,TN397_130,2424.470684210526,1520.1431189999998
339,2021-12-03 22:00:00+00:00,TN397_130,2389.83845,1498.4287081500001
340,2021-12-03 23:00:00+00:00,TN397_130,2363.9813000000004,1482.2162751000003
341,2021-12-04 00:00:00+00:00,TN397_130,2174.0216363636364,1363.111566
342,2021-12-04 01:00:00+00:00,TN397_130,768.8089,482.0431803
343,2021-12-04 02:00:00+00:00,TN397_130,177.17075,111.08606025
344,2021-12-04 03:00:00+00:00,TN397_130,7.36635,4.61870145
345,2021-12-04 04:00:00+00:00,TN397_130,0.0209999999999999,0.013166999999999937
346,2021-12-04 05:00:00+00:00,TN397_130,0.0216,0.0135432
347,2021-12-04 06:00:00+00:00,TN397_130,0.02315,0.01451505
348,2021-12-04 07:00:00+00:00,TN397_130,0.0208,0.013041599999999999
349,2021-12-04 08:00:00+00:00,TN397_130,0.01865,0.01169355
350,2021-12-04 09:00:00+00:00,TN397_130,0.02135,0.013386450000000001
351,2021-12-04 10:00:00+00:00,TN397_130,0.02225,0.01395075
352,2021-12-04 11:00:00+00:00,TN397_130,0.02535,0.01589445
353,2021-12-04 12:00:00+00:00,TN397_130,0.0277,0.0173679
354,2021-12-04 13:00:00+00:00,TN397_130,0.0273684210526315,0.01715999999999995
355,2021-12-04 14:00:00+00:00,TN397_130,0.8844,0.5545188
356,2021-12-04 15:00:00+00:00,TN397_130,299.69155,187.90660185000002
357,2021-12-04 16:00:00+00:00,TN397_130,1325.29455,830.95968285
358,2021-12-04 17:00:00+00:00,TN397_130,1786.4154,1120.0824558000002
359,2021-12-04 18:00:00+00:00,TN397_130,2287.40985,1434.20597595
360,2021-12-04 19:00:00+00:00,TN397_130,2370.9098000000004,1486.5604446000002
361,2021-12-04 20:00:00+00:00,TN397_130,2263.34355,1419.11640585
362,2021-12-04 21:00:00+00:00,TN397_130,2179.89795,1366.79601465
363,2021-12-04 22:00:00+00:00,TN397_130,2426.11205,1521.1722553500001
364,2021-12-04 23:00:00+00:00,TN397_130,2204.61475,1382.2934482500002
365,2021-12-05 00:00:00+00:00,TN397_130,1738.27565,1089.89883255
